sale_franchise_id,expected_id,search_label,payload_json
3307,3307,인천 강화군 양도면 조산리 754 기타도소매 1360만원 40평 이상,"{""totalAmount"": 1360, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [6], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""인천"", ""gunName"": ""강화군"", ""dongName"": ""양도면""}, ""addressLabel"": ""인천 강화군 양도면 조산리 754"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능, 양도 즉시가능, 영업기간 2년 이상"", ""categoryLabel"": ""기타도소매"", ""isPremiumPayment"": 0}"
3306,3306,경기 의정부시 가금로 29 스포츠 2460만원 40평 이상,"{""totalAmount"": 2460, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [18], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""의정부시"", ""dongName"": ""가금로""}, ""addressLabel"": ""경기 의정부시 가금로 29"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능, 양도 즉시가능, 영업기간 2년 이상"", ""categoryLabel"": ""스포츠"", ""isPremiumPayment"": 0}"
3305,3305,경기 의정부시 가금로 29 교육 122112만원 40평 이상,"{""totalAmount"": 122112, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [61], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""의정부시"", ""dongName"": ""가금로""}, ""addressLabel"": ""경기 의정부시 가금로 29"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""직원 승계 가능, 양도 즉시가능, 영업기간 2년 이상"", ""categoryLabel"": ""교육"", ""isPremiumPayment"": 0}"
3304,3304,제주특별자치도 제주시 가령골길 1 서양식 1100만원 40평 이상,"{""totalAmount"": 1100, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [15], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""제주특별자치도"", ""gunName"": ""제주시"", ""dongName"": ""가령골길""}, ""addressLabel"": ""제주특별자치도 제주시 가령골길 1"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 1년 이상"", ""categoryLabel"": ""서양식"", ""isPremiumPayment"": 1}"
3303,3303,서울 성동구 가람길 46 커피 20만원 30~40평,"{""totalAmount"": 20, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""가람길""}, ""addressLabel"": ""서울 성동구 가람길 46"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30~40평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 6개월 이상"", ""categoryLabel"": ""커피"", ""isPremiumPayment"": 0}"
3302,3302,서울 도봉구 덕릉로 214 이사 490만원 20~30평,"{""totalAmount"": 490, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [28], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""도봉구"", ""dongName"": ""덕릉로""}, ""addressLabel"": ""서울 도봉구 덕릉로 214"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20~30평"", ""option"": [], ""optionLabel"": ""직원 승계 가능, 양도 즉시가능, 영업기간 6개월 이상"", ""categoryLabel"": ""이사"", ""isPremiumPayment"": 0}"
3301,3301,서울 성동구 고산자로 71 커피 1100만원 30~40평,"{""totalAmount"": 1100, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""고산자로""}, ""addressLabel"": ""서울 성동구 고산자로 71"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30~40평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 1년 이상"", ""categoryLabel"": ""커피"", ""isPremiumPayment"": 1}"
3300,3300,서울 광진구 강변역로 2 한식 122만원 10~20평,"{""totalAmount"": 122, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""광진구"", ""dongName"": ""강변역로""}, ""addressLabel"": ""서울 광진구 강변역로 2"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10~20평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 1년 이상"", ""categoryLabel"": ""한식"", ""isPremiumPayment"": 0}"
3299,3299,경기 시흥시 은계로338번길 38 기타서비스 3000만원 20~30평,"{""totalAmount"": 3000, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [57], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""시흥시"", ""dongName"": ""은계로338번길""}, ""addressLabel"": ""경기 시흥시 은계로338번길 38"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""20~30평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 1년 이상"", ""categoryLabel"": ""기타서비스"", ""isPremiumPayment"": 1}"
3298,3298,서울 성동구 성수일로 1 한식 20만원 10~20평,"{""totalAmount"": 20, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [42], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""성수일로""}, ""addressLabel"": ""서울 성동구 성수일로 1"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10~20평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 6개월 이상"", ""categoryLabel"": ""한식"", ""isPremiumPayment"": 0}"
3297,3297,서울 성동구 가람길 46 커피 20만원 10~20평,"{""totalAmount"": 20, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""가람길""}, ""addressLabel"": ""서울 성동구 가람길 46"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10~20평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 6개월 이상"", ""categoryLabel"": ""커피"", ""isPremiumPayment"": 0}"
3296,3296,서울 성동구 연무장5가길 7 커피 5200만원 30~40평,"{""totalAmount"": 5200, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천~7천만원"", ""mainCategoryId"": [], ""subCategoryId"": [63], ""isFranchise"": ""1"", ""isFranchiseLabel"": ""프랜차이즈"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""연무장5가길""}, ""addressLabel"": ""서울 성동구 연무장5가길 7"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""30~40평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 6개월 이상"", ""categoryLabel"": ""커피"", ""isPremiumPayment"": 0}"
3295,3295,경기 화성시 능동 1156-8 교육 20만원 10~20평,"{""totalAmount"": 20, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [61], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""경기"", ""gunName"": ""화성시"", ""dongName"": ""능동""}, ""addressLabel"": ""경기 화성시 능동 1156-8"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""10~20평"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 6개월 이상"", ""categoryLabel"": ""교육"", ""isPremiumPayment"": 0}"
3294,3294,서울 성동구 가람길 46 스포츠 240만원 40평 이상,"{""totalAmount"": 240, ""monthlyAvgSales"": ""ANY"", ""monthlyAvgSalesLabel"": ""3천만원 이하"", ""mainCategoryId"": [], ""subCategoryId"": [18], ""isFranchise"": ""0"", ""isFranchiseLabel"": ""개인"", ""address"": {""sidoName"": ""서울"", ""gunName"": ""성동구"", ""dongName"": ""가람길""}, ""addressLabel"": ""서울 성동구 가람길 46"", ""exclusiveArea"": ""ANY"", ""exclusiveAreaLabel"": ""40평 이상"", ""option"": [], ""optionLabel"": ""양도 즉시가능, 영업기간 2년 이상"", ""categoryLabel"": ""스포츠"", ""isPremiumPayment"": 0}"
